gef project,is for,biodiversity conservation,,,
biodiversity conservation,is in,landscapes,,,
landscapes,are,impacted by mining,,,
impacted by mining,is in,choc region,,,
mercury environments,protect,human health,,,
south america,has,project development,,,
cooperation mechanisms,regulate,mercury trade,,,
mercury trade,has,control measures,,,
control measures,reduce,illegal sale,,,
illegal sale,is in,other countries,,,
other countries,are in,the region,,,
region,is in,the world,,,
world,has,project development,,,
oro legal,is,usaid project,,,
better gold initiative,is,bgi project,,,
bgi project,is of,swiss cooperation,,,
comunica project,is of,canadian government,,,
project,fosters,sustainable development,,,
sustainable development,is in,midatrato region,,,
midatrato region,is in,choc,,,
choc,supported by,unido,,,
unido,is from,office un high commissioner,,,
colombia projects,are of,responsible mining alliance,,,
responsible mining alliance,are in,place,,,
place,achieves,fairmined certification,,,
fairmined certification,promotes,mining zones,,,
mining zones,are in,quira huila,,,
quira huila,is in,la llanada nario,,,
colombia,evaluate,impacts,,,
impacts,are of,these projects,,,
deliberated analysis,is needed,new set,,,
new set,is of,interventions,,,
interventions,aim,reducing mercury use,,,
impacts,are in,different regions,,,
different regions,are in,the country,,,
implementation,is of,market mechanisms,,,
market mechanisms,are for,fairmined certification,,,
fairmined certification,is of,swiss cooperation,,,
swiss cooperation,has,gold initiative,,,
gold initiative,will be,complicated,,,
complicated,is in,the colombian,,,
amazon,exists,legal title,,,
legal title,exists,environmental license,,,
region,mine,gold,,,
dynamics mining,is,politically contested,,,
majority,perceived,criminal threat,,,
criminal threat,towards,environment,,,
criminal threat,towards,indigenous peoples,,,
market mechanisms,gain,ground,,,
crisis,impact,mercury use,,,
constitution,declared,minerals,,,
minerals,are,strategic resource,,,
mining law,declared,special regime,,,
special regime,for,artisanal mining,,,
country,include,basic environmental policy,,,
country,include,environmental management law,,,
environmental management law,updated,environmental organic code,,,
secondary environmental legislation,emitted,ministry environment,,,
ecuadorian technical regulation,implemented for,dangerous chemical products,,,
articles,included,dispositions,,,
dispositions,are for,transition mining,,,
ministerial agreement,restricted,manufacturing,,,
ministerial agreement,restricted,trade,,,
ministerial agreement,restricted,use,,,
ministerial agreement,restricted,possession,,,
possession,related to,mercury,,,
possession,related to,sodium cyanide,,,
possession,related to,potassium,,,
ministry environment,created,registry system,,,
registry system,related to,dangerous chemical substances,,,
import quotas,established,control,,,
public import company,took,responsibility,,,
responsibility,related to,exclusive mercury importer,,,
exclusive mercury importer,ended,free mercury imports,,,
ministry,undertaken,projects,,,
projects,change,technology,,,
projects,train,people,,,
projects,provide,courses,,,
government,committed,reduce,,,
reduce,use of,mercury,,,
reduce,found in,mining activities,,,
ecuador,signed,minamata convention,,,
ecuador,ratified,minamata convention,,,
ecuador,is,country,,,
ecuador,announced,prohibition,,,
prohibition,related to,mercury mining activities,,,
ministry of health,is developing,management model,,,
management model,reduces,use of equipment,,,
management model,substitute,use of equipment,,,
management model,eliminate,use of equipment,,,
equipment,can contain,mercury,,,
ecuador,is participating,latin american and caribbean mia project,,,
ecuadorian ministry of environment,held,meetings,,,
meetings,to discuss,control mechanisms,,,
control mechanisms,to reduce,effects,,,
effects,related to,mercury,,,
peruvian legal framework,has,regulations,,,
legislative decree no. 217,classifies,mercury,,,
legislative decree no. 217,mandates,measures,,,
measures,to regulate,control,,,
control,found in,country,,,
goal,is,reduction,,,
reduction,related to,mercury use,,,
peru,include,prohibition,,,
prohibition,related to,mercury use,,,
peru,is,country,,,
country,possesses,mining environmental liability law,,,
cincia project,have worked,restoring,,,
restoring,related to,environmental liabilities,,,
decree,dictates,measures,,,
measures,related to,control and oversight,,,
control and oversight,related to,distribution,,,
control and oversight,related to,transportation,,,
control and oversight,related to,trade,,,
permanent commission,proposing,interdiction strategy,,,
ministries environment,include,health agriculture,,,
ministries environment,include,irrigation defense,,,
ministries environment,include,regional governments,,,
peru,has,gold initiatives,,,
gold initiatives,related to,comprehensive platform,,,
comprehensive platform,related to,smallscale mining,,,
peruvian government,ratified,minamata convention,,,
peruvian legislation,facilitated,minamata conventions adoption,,,
minamata conventions adoption,combating,illegal mining,,,
illegal mining,made through,legal channels,,,
illegal mining,made through,interdiction actions,,,
joint efforts,occurred,colombia bolivia,,,
joint efforts,occurred,brazil,,,
three regional projects,supported,unep paho,,,
ministry environment,coordinating,multisector actions,,,
multisector actions,several,state agencies,,,
state agencies,implement,minamata convention,,,
minamata convention,established,multisector action plan,,,
multisector action plan,approved,legislative decree,,,
venezuela,implemented,several actions,,,
country,prohibited,illegal gold mining,,,
illegal gold mining,avoided,regulations,,,
illegal gold mining,avoided,management plans,,,
national government,developed,program,,,
program,aimed,eliminating mining,,,
eliminating mining,promoting,labor reconversion,,,
labor reconversion,miners,other activities,,,
government,launched,caura plan,,,
caura plan,achieve,eradication illegal mining,,,
yanaquihua mining mysac,recieved,mining certification,,,
macdesa,has been,certified,,,
indigenous organizations,conspired,miners,,,
miners,receive,share,,,
yekwanasanema and pemn indigenous groups,released,press statement,,,
press statement,is for,project,,,
project,is on,radio noticias venezuela,,,
efforts,control,mining activities,,,
mining activities,have,objectives,,,
objectives,questioned by,local communities,,,
objectives,questioned by,environmental groups,,,
conflicts,are between,miners,,,
conflicts,are between,indigenous communities,,,
legal framework,can be found in,mining law,,,
law,has,technical guidelines,,,
technical guidelines,control,environmental effects,,,
law,has,declaration,,,
declaration,related to,state control,,,
state control,related to,gold mining,,,
state control,related to,exploration activities,,,
programs,reduce,mercury contamination,,,
programs,provide,medical attention,,,
programs,have,education program,,,
education program,related to,health risks,,,
health risks,are from,mercury contamination,,,
venezuela,working on,national action plan,,,
national action plan,implemented,on the minamata convention,,,
people,are exposed to,mercury,,,
government,is promoting,mega mining project,,,
mega mining project,is called,orinoco mining arc,,,
orinoco mining arc,will have,impact,,,
impact,is on,caura lands,,,
impact,is on,its peoples,,,
guyana,is trying to,minimize,,,
guyana,is trying to,eliminate,,,
eliminate,is for,mercury releases,,,
mercury releases,found in,air,,,
mercury releases,found in,water,,,
mercury releases,found in,land,,,
management practices,are,environmentally appropriate,,,
country,has,capacity building,,,
capacity building,is for,concepts,,,
concepts,should become,required condition,,,
required condition,is for,employment,,,
workforce,has,increase,,,
guyana,posed,need,,,
need,is to,create,,,
create,is for,alternatives,,,
alternative solution,are for,mining mercury,,,
alternative solution,are for,modernizing technology,,,
technology,reduce,dependency,,,
dependency,related to,metal,,,
metal,is fostering,sustainable gold mining practices,,,
metal,is fostering,efficient gold mining practices,,,
metal,is fostering,ecological gold mining practices,,,
technical training,is for,mining industry,,,
mining industry,has,support,,,
support,is from,guyanese,,,
geological and mining commission,developed,plans,,,
plans,eliminate,use mercury,,,
country,organized,conventions implementation,,,
conventions implementation,financing,gef,,,
project,help,ngo,,,
highest priority,reduce,mercury,,,
guyana,participating,caribbean mia,,,
guyana,developing,national action plan,,,
guyana,established,other initiatives,,,
other initiatives,limit,mercury emissions,,,
mercury emissions,increase,gold recovery rates,,,
french guiana,is,overseas territory,,,
overseas territory,defined,french constitution,,,
french constitution,part,european union,,,
french law,governs,territory,,,
territory,subject,change,,,
country,mining legislation,based french law,,,
territory,composed,forest,,,
forest,conserved,low deforestation rate,,,
department environment and natural resources,supported,undp,,,
garimpeiros,employed,methods,,,
methods,using,cyanide,,,
methods,using,mercury,,,
methods,contaminating,water sources,,,
france,signed,minamata convention,,,
france,ratified,minamata convention,,,
national environmental legislation,established,rules,,,
rules,regarding,mercury,,,
rules,restricting,establishments,,,
rules,regulates,waste,,,
european councils guidelines,apply,french guiana,,,
french guiana,begun,steps,,,
steps,counter,effects,,,
effects,preventing,use,,,
use,mercury,amalgams,,,
amalgams,treatments,adolescents,,,
amalgams,treatments,pregnant women,,,
france,declaring,protection,,,
high level profit,caused,flows,,,
flows,included,cases,,,
cases,human trafficking,illegal arms trade,,,
creation,transnational,organizations,,,
organizations,corruption,authorities,,,
authorities,undermining,authorities,,,
smuggling mercury,violation,regulation,,,
regulation,detected,penalties,,,
member state,criminalized,contravention,,,
contravention,regulation,uk,,,
offence,contravene,requirement,,,
eu regulation,prohibition,export mercury,,,
person,liable to,fine,,,
person,liable to,imprisonment,,,
compliance regulation,adjusted,future,,,
shipments,are,small,,,
enforcement,is,difficult,,,
mercury use,has not,been prohibited,,,
gold recovery processes,should respect,environment,,,
businesses,must pay,taxes,,,
geology and mining department,are,charge,,,
legal framework,is,evident,,,
central administration,is,no,,,
laws,are not,implemented,,,
coordination,has not,been sufficient,,,
scheme,is,supported,,,
surinamese government ministries,receive,support,,,
mercury exports,were,banned,,,
ministry,was charged,issuing mercury import licenses,,,
amalgamation alternatives,are not,effective,,,
ministry,controls,environmental policy,,,
ministry,conducting,labor inspections,,,
charge,controlling,application,,,
responsible,implementing,national policy,,,
inspector,import,rights,,,
inspector,registered,records,,,
records,are on,imports,,,
regulations,are,limited,,,
legislation,is,trafficking,,,
legal level,has,rules,,,
rules,are,management,,,
legal regulations,show,legislation,,,
legislation,is,managed,,,
law,regulate,use,,,
suriname,signed,convention,,,
government,consider,country,,,
country,be,ready,,,
country,created,map,,,
map,allowed,comply,,,
nimos,warned,country,,,
country,ratified,convention,,,
country,run,risk,,,
government,implemented,plan,,,
plan,is,elimination,,,
objective,is,design,,,
design,protect,health,,,
plan,provides,description,,,
suriname,follow,steps,,,
suriname,is,participating,,,
projects,supported by,unep,,,
assembly,working,projects,,,
policy areas,have,intervention,,,
intervention,adjust,framework,,,
agenda,eliminate,mercury,,,
mechanism,implement,objectives,,,
topic mercury,has been,actos agenda,,,
organization,has made,progress,,,
lack resources,has hindered,implementation,,,
civil society organizations,have organized,work,,,
gaps information,are related,development,,,
legislation,has been,designed,,,
topic mercury,tends to be,included,,,
measures,have included,prohibitions,,,
issued regulations,are being,reevaluated,,,
lack articulation,can be,observed,,,
law making processes,have been,revitalized,,,
countries,have signed,minamata convention,,,
countries,are developing,mia projects,,,
countries,have begun,certification programs,,,
complaints,have been,presented,,,
organizations,seek,case,,,
case,bring,interamerican commission,,,
interamerican commission,regarding,lack,,,
lack,response,countries,,,
countries,employed,precautionary measures,,,
precautionary measures,employed,iachr,,,
iachr,employed,tres islas community,,,
tres islas community,employed,madre de dios,,,
madre de dios,employed,peru,,,
progress,regards,institutional responses,,,
situation,possible,collaborative effort,,,
collaborative effort,effort,countries,,,
brazil,cooperation,guianas,,,
guianas,cooperation,bolivia,,,
bolivia,cooperation,brazil,,,
brazil,cooperation,colombia,,,
colombia,cooperation,peru,,,
peru,cooperation,ecuador,,,
ecuador,programs,countries,,,
countries,combat,problem,,,
problem,limited,domestic legislature,,,
domestic legislature,countering,illegal market,,,
illegal market,related to,mercury,,,
mercury,has,market in latin america,,,
solution,prevent,consequences,,,
problem,related,effects,,,
problem,related,phenomena,,,
countries,design,plans,,,
countries,implement,plans,,,
convention,determine,solutions,,,
projects,derived,convention,,,
mechanisms,be,options,,,
mechanisms,include,strategies,,,
actors,promote,markets,,,
urgency,reduce,emissions,,,
miners,protect,communities,,,
possibilities,stop,contamination,,,
market,prevent,amazon,,,
amazon,becoming,minamata,,,
collaboration,support,secretariat,,,
sebastian rubianogalvis,is,colombian environmental lawyer,,,
sebastian rubianogalvis,is,ph.d. candidate,,,
ph.d. candidate,related to,department environmental science,,,
sebastian rubianogalvis,is,cofounder,,,
cofounder,related to,universidad de los andes environmental law research group,,,
sebastian rubianogalvis specialties,include,connections,,,
connections,found between,science technology and environmental law,,,
hg pollution,in,different gold mining areas,,,
different gold mining areas,in,amazon brazil,,,
importance,related to,the biomagnification process,,,
the biomagnification process,related to,the bolivian amazon,,,
measures,include,certification standards,,,
certification standards,related to,mercuryfree gold,,,
due diligence requirements,related to,mineral supply chain,,,
organization,developed,due diligence guidance,,,
due diligence guidance,related to,supply chains,,,
supply chains,found in,minerals conflictaffected,,,
minerals conflictaffected,found in,highrisk areas,,,
oecd guidance,includes,appendix of asgm,,,
appendix asgm,suggests,support formalization,,,
stakeholders,support,formalization,,,
stakeholders,help,miners,,,
miners,create,verifiable supply chains,,,
supply chain policies,for,retailers,,,
retailers,adopted,sourcing policies,,,
sourcing policies,require,good environmental practices,,,
good environmental practices,leads to,gold production,,,
policies,directed,large scale mining,,,
policies,create,markets,,,
markets,related to,small scale gold producers,,,
development,related to,local businesses,,,
local businesses,design,distinctive jewelry,,,
distinctive jewelry,increase,wealth distribution,,,
wealth distribution,found in,rural areas,,,
socially responsible investment funds,seen,development,,,
socially responsible investment funds,seen,growth,,,
growth,found in,investment instruments,,,
investment instruments,focus,investments,,,
investments,found in,socially responsible companies,,,
socially responsible investment market,represents,trillions dollars investment,,,
private sector,develop,instruments,,,
instruments,include,producers,,,
producers,related to,mercuryfree artisanal gold,,,
mercuryfree artisanal gold,found in,sri market,,,
guide,encourage,development,,,
development,related to,marketbased mechanisms,,,
governments,demonstrate,rigorous implementation,,,
governments,demonstrate,monitoring,,,
governments,demonstrate,enforcement,,,
nap,ensure,traceability,,,
nap,ensure,certification practices,,,
governments,offer,encouragement,,,
encouragement,related to,industrial scale mining companies,,,
mining companies,work,asgm sector,,,
asgm sector,leads to,certification,,,
asgm sector,leads to,supply chain traceability,,,
supply chain traceability,through,tax incentives,,,
governments,convene,stakeholders,,,
stakeholders,discuss,development,,,
development,related to,marketbased mechanism,,,
marketbased mechanism,found in,regional mining conferences,,,
governments,offer,tax incentives,,,
tax incentives,related to,asgm sector,,,
asgm sector,participate,certification process,,,
countries,purchase,gold,,,
gold,found in,national government entity,,,
national government entity,consider,special programs,,,
special programs,purchase,artisanal miners,,,
artisanal miners,meet,certain criteria,,,
certain criteria,related to,mercuryfree gold production,,,
guide,recognizes,mechanisms,,,
mechanisms,require,intervention,,,
intervention,is,independent verification,,,
intervention,is,certification,,,
intervention,is,ongoing monitoring,,,
intervention,can be,challenging,,,
intervention,can be,time consuming,,,
countries,focus,priorities,,,
countries,evaluate,market-based mechanisms,,,
minamata convention,took,parallel events,,,
parallel events,invited,speakers,,,
parallel events,had,high level meetings,,,
parallel events,had,presence,,,
stakeholders,are,gold supply chain representatives,,,
cop,served,platform,,,
platform,promote,global opportunities,,,
project,launched,gef,,,
project,seeks,private sector actors,,,
project,attract,jewelry stores,,,
project,attract,electronic product manufacturers,,,
project,attract,gold refiners,,,
project,attract,commercial banks,,,
project,connect,miners,,,
project,connect,private actors,,,
project,ensure,production,,,
project,is working,governments,,,
project,is working,local authorities,,,
project,strengthen,land ownership,,,
project,strengthen,miners rights,,,
project,reduce,informality,,,
project,promises,improve access,,,
project,promises,financing,,,
project,make,investments,,,
project's budget,is in,us million,,,
countries,form,gef gold project,,,
countries,agreed,prioritize,,,
guyanese president,stated,intervention,,,
mechanisms,benefit,supply chain,,,
iigm sector,has,current conditions,,,
miners,stop,using mercury,,,
miners,comply,social standards,,,
miners,comply,labor standards,,,
market approach,overlook,mining sector,,,
mining sector,is,political margins,,,
mining sector,is,economic margins,,,
amazon region,is,legalizing mining activities,,,
territorial organization,is,other reasons,,,
report,recommends,promoting,,,
countries,overlook,elements,,,
nap process,has,participation,,,
civil society members,be,central,,,
case colombia,consist,making,,,
their inclusion,prioritizes,market mechanisms,,,
countries,are making,progress,,,
their nap,has,help,,,
suriname,is working,developing,,,
its nap,has,support,,,
paraguay,is also,advancing,,,
natural resource defense council,has published,guide,,,
countries,wish to,present,,,
projects,receive,support,,,
countries,consider,components,,,
special attention,be given,sections,,,
strategies,benefit,supply chain,,,
party states,displace,main aspects,,,
potential success,depends,balance,,,
interest,promote,markets,,,
possibilities,are,limited,,,
projects,are,place,,,
organization,promoted,fairmined certification,,,
mining operations,are in,latin america,,,
mining operations,are in,africa,,,
organization,works with,miners,,,
miners,are in,cooperatives,,,
cooperatives,are in,bolivia,,,
cooperatives,are in,colombia,,,
cooperatives,are in,ecuador,,,
cooperatives,are in,peru,,,
cooperatives,are in,venezuela,,,
cooperatives,minimize,use mercury,,,
cooperatives,apply,responsible practices,,,
projects,are in,latin america,,,
gold production project,is in,amazon region,,,
projects,is,alliance,,,
alliance,is with,swiss jeweler chopard,,,
alliance,is with,arm,,,
alliance,supports,miners,,,
miners,are in,la llanada municipality,,,
la llanada municipality,is in,nario colombia,,,
de agosto cooperative,is in,bolivia,,,
cooperative,introduce,responsible practices,,,
cooperative,export,gold,,,
gold,has,fairmined certification,,,
projects,exist,peru,,,
projects,exist,suarez municipality,,,
suarez municipality,is in,cauca colombia,,,
projects,exist,taraz antioquia,,,
projects,focus,gold mining,,,
gold mining,is in,conflict zones,,,
schemes,should be,promoted,,,
mining activities,are in,amazon,,,
mining activities,are,debate,,,
information,retrieved,arm website,,,
chapter,answer,questions,,,
countries,use,mercury,,,
countries,incorporated,international standards,,,
section,provide,summary,,,
iigm,has,role,,,
mercury,has,impacts,,,
actions,relate,topic,,,
acto,implemented,actions,,,
acto,foster,development,,,
acto,promoted,security,,,
acto,issued,plan,,,
countries,proposed,agenda,,,
topic,was prioritized,development,,,
report,describes,activities,,,
organization,proposed,project,,,
acto,has,interest,,,
resources,implement,project,,,
minamata convention,changed,context,,,
action plan,promote,model,,,
acto cooperation agenda,planned,dialogue,,,
dialogue,included,topics,,,
topics,related to,regional health management,,,
health agenda actos,proposed,actions,,,
actions,based on,agendas,,,
agendas,belong to,ministries health,,,
ministries health,located in,amazonian countries,,,
agendas,promote,actions,,,
actions,support,improvement,,,
improvement,of,health systems,,,
objective,is to,improve,,,
improve,quality of,life,,,
acto,elaborating,regional proposal,,,
regional proposal,protects,amazon populations,,,
amazon populations,exposed to,mercury,,,
hold,is for,second amazonian regional meeting,,,
acto,held,meeting,,,
meeting,involved,information exchange,,,
information exchange,between,health ministers,,,
information exchange,between,epidemiology experts,,,
issue,was,mercury contamination,,,
mercury contamination,is,priority,,,
priority,related to,working agenda,,,
working agenda,related to,health,,,
information exchange,related to,indigenous peoples,,,
border regions project,seeks to,promote,,,
information exchange,identify,epidemiological profiles,,,
government delegates,agreed,begin,,,
dialogue process,attending,indigenous peoples,,,
uncontrolled use,affects,indigenous territories,,,
state,declares,discriminatory attitudes,,,
complaints,presented in,un special rapporteur,,,
tres islas community,facing,serious threat,,,
indigenous peoples,dealing,illegal mining,,,
declarations,limited,regional human rights protection bodies,,,
governments,continue,their inaction,,,
andean policy,recognizes,illegal mining,,,
illegal mining,threatens,peace,,,
illegal mining,threatens,security,,,
illegal mining,threatens,governability,,,
illegal mining,threatens,economy,,,
illegal mining,threatens,stability,,,
illegal mining,provokes,harm,,,
harm,affects,population's health,,,
harm,affects,environment,,,
harm,affects,natural resources,,,
harm,causes,loss,,,
loss,affects,vegetation cover,,,
loss,affects,fertile soils,,,
harm,causes,contamination,,,
contamination,affects,water resources,,,
harm,causes,alteration,,,
alteration,affects,natural ecosystems,,,
harm,has,effects,,,
effects,affect,biodiversity,,,
decision,acknowledges,border areas,,,
border areas,affected,illegal mining activities,,,
civil society,began,organizing,,,
organizing,tracks,problem,,,
iied,announced,launch,,,
launch,focuses,illegal mining,,,
civil society,occurred,development,,,
development,met,workshop,,,
workshop,organized,wwf,,,
workshop,organized,gaia amazonas foundation,,,
workshop,organized,colombian national park unit,,,
workshop,organized,frankfurt zoological society,,,
participants,deliberated,bogota declaration,,,
bogota declaration,presented by,wwf,,,
bogota declaration,presented,minamata convention's cop,,,
bogota declaration,represent,civil society,,,
civil society,represent,bolivia colombia,,,
bolivia colombia,conducted,mining activities,,,
mining activities,caused,serious effects,,,
serious effects,affect,public health,,,
public health,caused by,indiscriminate use,,,
indiscriminate use,result in,mercury contamination,,,
mercury contamination,affect,amazon biome,,,
latin american,prepare,second meeting,,,
order,promote,reduction,,,
reduction,affect,mercury,,,
exporting countries,create,information,,,
information,be,transparent,,,
countries,implement,measures,,,
measures,care,public health,,,
gold certification,be,promoted,,,
regional strategy,be,developed,,,
countries,develop,strategy,,,
strategy,care,people,,,
people,affected by,mercury contamination,,,
minamata convention,organized by,wwf,,,
organizations,progressing,creation,,,
creation,regarding,mercury use,,,
subsection,provides,summary,,,
summary,regarding,mercury,,,
bolivia,is,party,,,
party,signed,minamata convention,,,
country,begin,work,,,
work,to construct,inventory,,,
inventory,regarding,mercury releases,,,
national program,created,aim,,,
national government,undertaking,measures,,,
measures,to reduce,mercury contamination,,,
government,emphasized,commitment,,,
commitment,to confront,movement,,,
movement,related to,mercury compounds,,,
initiatives,related to,treatment,,,
initiatives,related to,management,,,
company,rewarded with,bronze seal,,,
training,related to,gold miners,,,
implementation,found in,mining zones,,,
mining,is,economic activity,,,
economic activity,found in,suriname,,,
existence of mercury,found in,precambrian rocks,,,
precambrian rocks,are,important,,,
important,related to,mining operations,,,
mining operations,use,modern technology,,,
modern technology,extracts,gold,,,
gold,found in,industrial mines,,,
smallscale gold mining,is,activity,,,
activity,found in,amazon,,,
miners,extract,mineral,,,
mineral,from,alluvial sediments,,,
alluvial sediments,use,mercury,,,
mercury,found in,amalgamation process,,,
iigm suriname,has,changed,,,
changed,related to,medium scale mining,,,
mercury,used,in amalgamation,,,
amalgamation,combined,with weir boxes,,,
weir boxes,do not,employ tailings ponds,,,
documented impacts,include,deforestation,,,
deforestation,causes,hydrological destruction,,,
hydrological destruction,increase,turbidity,,,
turbidity,found in,rivers,,,
change,found in,aquatic vegetation,,,
change,found in,fish populations,,,
mercury contamination,found in,food chain,,,
mercury accumulation,found in,food chain,,,
gold mining sector,occurs,amazon biome,,,
amazon soil,contains,mercury,,,
soil erosion,releases,mercury,,,
biomass burning,is,source of emissions,,,
unep inventory,calculated,emissions,,,
mercury emission,come,amazon biome,,,
evidence,shows,mercury concentrations,,,
deforestation,caused,alluvial sediments removal,,,
waste,dumped on,mining and amalgam burning processes,,,
mercury biomonitoring,carry,chemical water studies,,,
chemical water studies,studied with,biological matrices,,,
contamination water,bioaccumulates,mercury,,,
impact,found on,trophic chain,,,
programs,monitor,water systems,,,
water systems,found in,biome,,,
majority data,collected,areas,,,
mercury levels,were,higher,,,
studies,is,limited,,,
bioaccumulation,is,less dangerous,,,
dynamics,affect,conditions,,,
lack information,found on,atmospheric transport,,,
atmospheric transport,related to,mercury,,,
mercury,found in,amazon,,,
release trends,found in,amazonian soils,,,
biomass combustion,not measured,recently,,,
mercury,not incorporated,research agendas,,,
research agendas,related,deforestation,,,
deforestation,and,land use change,,,
inclusion mercury,found in,discussions,,,
discussions,found on,dams energy,,,
discussions,found on,climate change,,,
construction,related to,large dams,,,
operation,related to,large dams,,,
large dams,accelerate,mercury exposure,,,
mercury exposure,found in,local communities,,,
bolivia,become,second highest emitter,,,
second highest emitter,of,mercury gold mining,,,
mercury,emitted,each year,,,
emissions,comes,iigm,,,
national inventory,is,place,,,
country,has,good background,,,
good background,found in,academic research,,,
academic research,found on,effects,,,
mercury,found on,environment,,,
mercury,found on,health,,,
beni,are,critical point,,,
madre de dios,are,critical point,,,
critical points,related to,mercury contamination,,,
mercury contamination,found in,biome,,,
brazil,is,country,,,
mercury,found in,amazon region,,,
indigenous peoples,appear,have,,,
indigenous peoples,have,highest risk,,,
highest risk,related to,exposure,,,
exposure,related to,mercury,,,
colombia,emits,mercury,,,
mercury,has,effects,,,
effects,are on,colombian amazon,,,
studies,show,contamination,,,
contamination,is in,fish,,,
contamination,is in,people,,,
people,are,indigenous communities,,,
capacity,needs,improvement,,,
emissions inventory,is in,ecuador,,,
emissions,are,mercury,,,
mercury emissions,caused by,excessive mining,,,
peru,is,second country,,,
madre de dios area,is,contaminated,,,
contamination,is in,amazon biome,,,
yanomami territory,is,point,,,
point,is in,amazon biome,,,
information,is in,guianas,,,
studies,confirm,effects,,,
effects,are of,mercury use,,,
minamata convention,was,adopted,,,
problems,caused by,contamination,,,
rio summit,addressed,management,,,
implementation plan,established,chemicals,,,
strategy,attempts,regulation,,,
substances,is,elements,,,
convention,adopted,approach,,,
approach,is,problem,,,
industries,included,scope,,,
convention,include,measures,,,
convention,adopt,quotas,,,
convention,quantify,reduction,,,
european countries,provided,suggestions,,,
convention,establish,limits,,,
convention,stresses,association,,,
convention,defines,iigm,,,
convention,impose,prohibition,,,
convention,requires,reduction,,,
signatory country,present,plan,,,
national action plan,requires,objectives,,,
parties,develop,strategies,,,
convention,refers,asgm,,,
minamata convention,reflects,type environmental multilateralism,,,
margin,define,implementation objectives,,,
national regulation systems,implement,treatys commitments,,,
minamata initial assessment,has,financial support,,,
minamata initial assessment,has,technical support,,,
countries,begin,evaluate,,,
countries,comply,conventions provisions,,,
mia projects,are,implemented,,,
countries,comply,conventions regulations,,,
countries,identify,aspects,,,
aspects,need,strengthen,,,
states,signed,convention,,,
table,provides,list,,,
list,is of,signatures,,,
countries,are,amazon biome,,,
colombian constitutional court,endorsed,law,,,
law,approved,treaty,,,
process,is,expected,,,
france,have signed,minamata convention,,,
countries,have begun,implement mia projects,,,
venezuela,not having ratified,convention,,,
colombia,having ratified,convention,,,
countries,are carrying,mia projects,,,
countries,determine,institutional capacities,,,
countries,comply,conventions obligations,,,
evaluation,includes,abilities,,,
countries,previous experience,unidos global mercury project,,,
unidos global mercury project,had,pilot projects,,,
success,depends on,countries,,,
countries,implement,treaty,,,
convention,applies,treatys parties,,,
treatys parties,decide,iigm activities,,,
convention,allows,solutions,,,
country,identified,iigm activities,,,
actions,eliminate,whole ore amalgamation,,,
actions,eliminate,open burning amalgam,,,
actions,eliminate,burning amalgam,,,
actions,eliminate,cyanide leaching,,,
steps,facilitate,formalization,,,
baseline estimates,used,quantities mercury,,,
strategies,promoting,reduction emissions,,,
strategies,managing,trade,,,
strategies,preventing,diversion,,,
mercury compounds,used in,artisanal gold mining,,,
public health strategy,include,gathering health data,,,
public health strategy,include,training healthcare workers,,,
public health strategy,prevent,mercury exposure,,,
supplier,using,mercury-free methods,,,
information,available on,mercury use,,,
project,connects,people,,,
people,are,former miners,,,
former miners,are,collaborators,,,
collaborators,are,coinvestigators,,,
coinvestigators,participate,research projects,,,
censopas,evaluated,presence of mercury,,,
presence of mercury,found in,fish,,,
fish,are in,huepetuhe area,,,
three fish,surpassed,maximum permitted concentration,,,
studies,carried in,mining communities,,,
mining communities,are in,madre de dios,,,
madre de dios,shows,findings,,,
findings,are about,mercury contamination,,,
health center,took,urine samples,,,
urine samples,analyzed from,local population,,,
some people,found,high levels,,,
high levels,are of,mercury,,,
people,had,occupational exposure,,,
occupational exposure,analyzed,mercury concentrations,,,
low fish consumption,is in,andean region,,,
andean region,has,fish,,,
fish,are,main source,,,
main source,is of,methylmercury,,,
methylmercury,is in,human organism,,,
results,related,clinical symptoms,,,
clinical symptoms,associated to,mercury exposure,,,
population,presented,memory loss,,,
population,showed,mood swings,,,
population,experienced,muscular weakness,,,
population,had,muscle tremors,,,
population,suffered,headaches,,,
population,had,allergies,,,
population,experienced,skin peeling,,,
children,showed,decreased attention spans,,,
children,had,reduced iq,,,
population,showed,increased domestic violence,,,
population,had,growing rates anxiety,,,
population,experienced,depression,,,
population,had,migraines,,,
population,showed,decreased motivation,,,
population,had,more feelings,,,
more feelings,are of,hopelessness,,,
population,experienced,crying,,,
population,had,irritability,,,
population,suffered,sleeping disorders,,,
population,experienced,loss appetite,,,
study,confirmed,alarming levels,,,
alarming levels,are of,mercury exposure,,,
mercury exposure,found in,humans,,,
mercury exposure,found in,animals,,,
samples,are of,fifteen fish species,,,
fish species,consumed by,madre de dios community,,,
nine fish,had,average mercury levels,,,
average mercury levels,exceeded,mercury reference levels,,,
evaluated population,had,mercury concentration levels,,,
mercury concentration levels,are above,recommended levels,,,
population,includes,women reproductive age,,,
situation,affects,indigenous communities,,,
indigenous communities,consume,hydrobiological species,,,
carnegie amazon mercury ecosys tem project,indicates,mercury contamination,,,
nahua communities,are,most affected,,,
miners,use,artisanal practices,,,
miners,use,hydraulic monitors,,,
miners,mine,vein deposits,,,
miners,use,floating dredges,,,
mining areas,are,found,,,
mining,is,prohibited,,,
mining areas,are,distributed,,,
